district,Final_point,point1,point2,point3
235.0,4.197215326387322,1.2857142857142858,0.0,2.911501040673037
236.0,6.155816803938768,1.2857142857142858,1.5806451612903225,3.289457356934159
237.0,6.418171394070148,1.2857142857142858,2.2962962962962963,2.836160812059566
238.0,6.172281788869617,1.2857142857142858,2.2962962962962963,2.590271206859034
239.0,6.358566713540553,1.2857142857142858,2.2333333333333334,2.839519094492934
240.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
241.0,5.41433266346959,1.2857142857142858,1.5806451612903225,2.5479732164649813
242.0,6.29121918903751,1.2857142857142858,2.2962962962962963,2.7092086070269277
243.0,7.665017246663471,1.2857142857142858,3.5384615384615383,2.840841422487647
244.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
245.0,6.2593239706231,1.2857142857142858,2.2333333333333334,2.7402763515754813
246.0,20.17062050425325,1.2857142857142858,16.0,2.884906218538967
247.0,5.593980575605048,1.2857142857142858,1.5806451612903225,2.7276211286004397
248.0,7.5320863173456996,1.2857142857142858,3.5384615384615383,2.707910493169875
250.0,6.504217410664534,1.2857142857142858,2.2962962962962963,2.922206828653952
251.0,5.4290426062404915,1.2857142857142858,1.5806451612903225,2.562683159235883
253.0,5.879600234705539,1.2857142857142858,1.5806451612903225,3.013240787700931
254.0,6.2856629975929925,1.2857142857142858,2.2333333333333334,2.7666153785453735
255.0,6.241288928599157,1.2857142857142858,2.125,2.830574642884871
256.0,7.249969929192696,1.2857142857142858,3.0,2.9642556434784106
257.0,20.004624653710035,1.2857142857142858,16.0,2.718910367995749
258.0,11.631695888726453,1.2857142857142858,7.5,2.8459816030121665
259.0,6.364920769425396,1.2857142857142858,2.2962962962962963,2.782910187414814
260.0,6.294325990904149,1.2857142857142858,2.125,2.8836117051898627
261.0,6.204530778809181,1.2857142857142858,2.125,2.7938164930948957
262.0,6.386610862809213,1.2857142857142858,2.2333333333333334,2.8675632437615937
263.0,6.40406123412044,1.2857142857142858,2.2333333333333334,2.885013615072821
264.0,6.405486992613481,1.2857142857142858,2.2962962962962963,2.8234764106028982
265.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
266.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
267.0,7.422053748487694,1.2857142857142858,3.5384615384615383,2.59787792431187
268.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
269.0,5.815328935569041,1.2857142857142858,1.5806451612903225,2.9489694885644324
270.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
273.0,6.379845320056178,1.2857142857142858,2.2333333333333334,2.8607977010085595
274.0,7.724081775546214,1.2857142857142858,3.5384615384615383,2.89990595137039
275.0,6.274214659395626,1.2857142857142858,2.125,2.8635003736813402
277.0,5.800607403625648,1.2857142857142858,1.5806451612903225,2.934247956621039
278.0,10.18432472881813,1.2857142857142858,6.2,2.6986104431038447
279.0,6.07532069801662,1.2857142857142858,2.2333333333333334,2.556273078969001
281.0,6.146373313651191,1.2857142857142858,2.2333333333333334,2.6273256946035715
282.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
283.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
284.0,6.246861084102224,1.2857142857142858,2.2962962962962963,2.6648505020916415
285.0,5.799277353843674,1.2857142857142858,1.5806451612903225,2.9329179068390663
288.0,6.292442552956172,1.2857142857142858,2.125,2.8817282672418862
289.0,6.442775815467461,1.2857142857142858,2.2333333333333334,2.923728196419842
290.0,11.691783971105602,1.2857142857142858,7.5,2.9060696853913157
293.0,6.0889235427814326,1.2857142857142858,2.2333333333333334,2.5698759237338136
294.0,6.260728457872208,1.2857142857142858,2.2333333333333334,2.741680838824589
295.0,5.610566340899309,1.2857142857142858,1.5806451612903225,2.744206893894701
296.0,5.961715045986626,1.2857142857142858,1.5806451612903225,3.095355598982017
297.0,6.228993737439961,1.2857142857142858,2.125,2.8182794517256755
299.0,6.546825134486342,1.2857142857142858,2.2962962962962963,2.9648145524757603
300.0,6.2757377789128554,1.2857142857142858,2.2962962962962963,2.6937271969022736
301.0,6.3827587714901854,1.2857142857142858,2.125,2.9720444857759
302.0,6.4207458389886,1.2857142857142858,2.2962962962962963,2.8387352569780173
303.0,6.384544295184093,1.2857142857142858,2.2333333333333334,2.865496676136474
304.0,6.729369669927056,1.2857142857142858,2.2333333333333334,3.2103220508794372
305.0,6.4421721320909064,1.2857142857142858,2.2333333333333334,2.923124513043287
306.0,7.772784900041928,1.2857142857142858,3.5384615384615383,2.948609075866104
307.0,6.513985222187629,1.2857142857142858,2.2962962962962963,2.931974640177047
308.0,6.470505774466739,1.2857142857142858,2.2962962962962963,2.8884951924561566
309.0,6.223540296665831,1.2857142857142858,2.2962962962962963,2.6415297146552486
310.0,6.5456669273373675,1.2857142857142858,2.2962962962962963,2.9636563453267852
311.0,5.623857011896405,1.2857142857142858,1.5806451612903225,2.757497564891796
312.0,6.329255295430428,1.2857142857142858,2.2333333333333334,2.8102076763828094
313.0,5.427958906348547,1.2857142857142858,1.5806451612903225,2.561599459343938
314.0,10.412923064545328,1.2857142857142858,6.2,2.9272087788310435
318.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
319.0,7.564607099052505,1.2857142857142858,3.5384615384615383,2.740431274876681
320.0,6.438332031813027,1.2857142857142858,2.125,3.0276177460987412
321.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
322.0,5.423635481418287,1.2857142857142858,1.5806451612903225,2.557276034413679
323.0,5.392192170918859,1.2857142857142858,1.5806451612903225,2.52583272391425
324.0,5.487308004869909,1.2857142857142858,1.5806451612903225,2.6209485578653013
325.0,4.180346047796456,1.2857142857142858,0.0,2.8946317620821698
