district,Final_point,point1,point2,point3
3.0,5.688748031092901,1.2857142857142858,1.5806451612903225,2.8223885840882925
4.0,5.998613415622007,1.2857142857142858,2.2333333333333334,2.4795657965743882
5.0,6.342634097961361,1.2857142857142858,2.2962962962962963,2.760623515950779
6.0,3.9942346847333416,1.2857142857142858,0.0,2.708520399019056
9.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
11.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
25.0,5.428885455440776,1.2857142857142858,1.5806451612903225,2.562526008436168
26.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
27.0,7.355096329575256,1.2857142857142858,3.5384615384615383,2.5309205053994313
28.0,6.037590537462844,1.2857142857142858,2.2333333333333334,2.518542918415225
51.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
79.0,5.6775545162488825,1.2857142857142858,1.5806451612903225,2.8111950692442744
83.0,6.3425372237188675,1.2857142857142858,2.2962962962962963,2.7605266417082857
84.0,5.375939293474268,1.2857142857142858,1.5806451612903225,2.5095798464696597
85.0,7.649715376696552,1.2857142857142858,3.5384615384615383,2.825539552520728
86.0,6.087017675138858,1.2857142857142858,2.2333333333333334,2.567970056091239
116.0,6.432203845459288,1.2857142857142858,2.2333333333333334,2.913156226411669
120.0,8.010595506598905,1.2857142857142858,4.0,2.72488122088462
121.0,6.291329674446768,1.2857142857142858,2.2962962962962963,2.7093190924361856
122.0,3.8585883884968917,1.2857142857142858,0.0,2.5728741027826056
123.0,8.974076984633378,1.2857142857142858,5.0,2.6883626989190925
125.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
126.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
127.0,6.131662931412668,1.2857142857142858,2.125,2.720948645698383
128.0,5.97556089998937,1.2857142857142858,2.125,2.564846614275084
129.0,7.5161891586437175,1.2857142857142858,3.5384615384615383,2.692013334467894
130.0,10.127755488917616,1.2857142857142858,6.2,2.6420412032033305
131.0,5.471827270211057,1.2857142857142858,1.5806451612903225,2.6054678232064488
132.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
133.0,5.369743069383869,1.2857142857142858,1.5806451612903225,2.503383622379261
134.0,5.34752965226152,1.2857142857142858,1.5806451612903225,2.4811702052569116
136.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
141.0,5.367566248385193,1.2857142857142858,1.5806451612903225,2.501206801380585
142.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
147.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
148.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
149.0,6.129699681904464,1.2857142857142858,2.2962962962962963,2.5476890998938813
167.0,5.452273924919967,1.2857142857142858,1.5806451612903225,2.5859144779153587
170.0,6.082727735128514,1.2857142857142858,2.2333333333333334,2.563680116080895
171.0,11.37050007024082,1.2857142857142858,7.5,2.584785784526532
174.0,7.499056086516706,1.2857142857142858,3.5384615384615383,2.6748802623408827
175.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
176.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
177.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
178.0,6.223743428856974,1.2857142857142858,2.2333333333333334,2.704695809809355
179.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
180.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
181.0,7.336292705056481,1.2857142857142858,3.5384615384615383,2.5121168808806567
182.0,6.00228127319103,1.2857142857142858,2.2333333333333334,2.483233654143411
183.0,5.458958251182066,1.2857142857142858,1.5806451612903225,2.592598804177458
194.0,6.506318759381166,1.2857142857142858,2.125,3.095604473666881
195.0,5.665949776211859,1.2857142857142858,1.5806451612903225,2.7995903292072497
196.0,6.2072439584305785,1.2857142857142858,2.2333333333333334,2.6881963393829595
197.0,6.360032670406951,1.2857142857142858,2.2962962962962963,2.7780220883963684
198.0,6.36357366016219,1.2857142857142858,2.2962962962962963,2.7815630781516085
199.0,5.734177986993811,1.2857142857142858,1.5806451612903225,2.8678185399892024
200.0,6.108070702898284,1.2857142857142858,2.2333333333333334,2.589023083850665
201.0,6.489747835603249,1.2857142857142858,2.2962962962962963,2.907737253592667
202.0,6.2259765246923795,1.2857142857142858,2.2333333333333334,2.706928905644761
203.0,6.637620677966682,1.2857142857142858,2.2333333333333334,3.1185730589190634
204.0,6.378729694914684,1.2857142857142858,2.125,2.9680154092003983
205.0,11.687362867417527,1.2857142857142858,7.5,2.90164858170324
206.0,5.866870463050043,1.2857142857142858,1.5806451612903225,3.0005110160454347
207.0,6.4397088855669615,1.2857142857142858,2.2962962962962963,2.857698303556379
208.0,6.454485350872026,1.2857142857142858,2.2962962962962963,2.8724747688614434
209.0,5.319606208506096,1.2857142857142858,1.5806451612903225,2.4532467615014877
210.0,5.3428151590559505,1.2857142857142858,1.5806451612903225,2.476455712051342
211.0,6.337803807551799,1.2857142857142858,2.2333333333333334,2.8187561885041803
212.0,5.67144506368106,1.2857142857142858,1.5806451612903225,2.8050856166764513
213.0,6.521155786747568,1.2857142857142858,2.2333333333333334,3.002108167699949
214.0,5.848200650211263,1.2857142857142858,1.5806451612903225,2.981841203206655
215.0,5.601329040133066,1.2857142857142858,1.5806451612903225,2.7349695931284574
216.0,6.130370950783755,1.2857142857142858,2.125,2.719656665069469
217.0,6.2708436035245985,1.2857142857142858,2.2962962962962963,2.688833021514016
218.0,6.1040740067185855,1.2857142857142858,2.2333333333333334,2.5850263876709665
219.0,6.410209990600158,1.2857142857142858,2.2962962962962963,2.8281994085895765
220.0,6.163776232498888,1.2857142857142858,2.125,2.7530619467846025
221.0,5.706422747769317,1.2857142857142858,1.5806451612903225,2.840063300764708
222.0,7.798056819981607,1.2857142857142858,3.5384615384615383,2.973880995805783
223.0,5.691508578575597,1.2857142857142858,1.5806451612903225,2.825149131570988
224.0,11.706161815994223,1.2857142857142858,7.5,2.920447530279937
225.0,5.846202632871185,1.2857142857142858,1.5806451612903225,2.9798431858665766
226.0,6.590550349349333,1.2857142857142858,2.2962962962962963,3.0085397673387506
227.0,6.35275819218306,1.2857142857142858,2.125,2.942043906468775
228.0,10.315293745120744,1.2857142857142858,6.2,2.8295794594064594
229.0,6.431723414495387,1.2857142857142858,2.2962962962962963,2.8497128324848044
230.0,6.475530386525064,1.2857142857142858,2.2333333333333334,2.9564827674774454
231.0,7.689122174691793,1.2857142857142858,3.5384615384615383,2.864946350515969
232.0,6.341224726754215,1.2857142857142858,2.125,2.9305104410399285
233.0,10.241118829224572,1.2857142857142858,6.2,2.755404543510285
234.0,11.694960110016673,1.2857142857142858,7.5,2.9092458243023875
