,name,longitude,latitude,belonging
601,超极合生汇,116.292718,40.09693,135
602,路劲世界广场,116.291906,40.206866,178
603,辟才便民商场,116.3671257,39.909837,202
604,达人街商城,116.646,40.12147,171
605,达美艺术中心,116.516834,39.936936,325
606,迎风商场,115.956671,39.730741,140
607,远洋时代广场,116.252409,39.901306,320
609,迪佳广场,116.297672,39.969007,273
610,通厦·康达广场,116.551337,39.923209,239
611,通厦公元99,116.337194,40.047178,257
612,通州百货商场一楼营业部,116.667533,39.908798,120
613,遛99三层美食街,117.275094,40.652314,68
614,邓家窑家装购物中心,116.628858,39.926256,120
615,郎园Park,116.234965,39.909859,284
616,都汇天地购物中心,116.4604982,39.94938459999999,233
617,金五星商城,116.253787,40.220913,174
618,金五星服装百货批发市场,116.2530959,40.2212706,174
619,金四季购物中心,116.271566,39.944263,274
620,金地广场(大望路店),116.474488,39.909108,226
621,金宝汇购物中心,116.421522,39.915162,213
622,金尚源SHANG,116.449212,39.948755,232
623,金时代时尚购物中心(管庄路店),116.591219,39.914062,243
624,金泉广场,116.414001,40.003077,256
625,金泉港,116.415432,40.004743,256
626,金泰商厦,116.259416,39.918126,285
627,金泰商城,116.548012,39.955373,248
628,金源时代购物中心,116.279962,39.95262,274
629,金融街购物中心,116.360332,39.915799,199
630,金达商场(前门大街店),116.400372,39.899808,323
631,金锣湾商业中心,115.976321,40.461855,164
632,金锣湾商业中心C座,115.975326,40.461427,164
633,金隅嘉品Mall,116.547636,39.951739,248
634,金马商场,116.5559894,39.7584987,86
635,鑫海韵通大卖场(双兴店),116.660453,40.109313,171
636,鑫海韵通百货,116.650134,40.130303,171
637,鑫隆生活广场(阳光好东东店),116.678746,39.895576,120
638,铭泽生活广场,116.476869,39.864036,228
639,银座mall,116.435659,39.940335,218
640,银座mall(东直门店),116.435484,39.940173,218
641,银座和谐广场,116.297342,39.882318,288
643,银泰百货(大红门店),116.412259,39.916009,324
644,锦华商场,116.665517,39.908703,120
645,长丰园商业中心(南区店),116.287846,39.781461,130
646,长安商场,116.843226,40.361329,327
647,阳光新城市广场(朝阳路辅路店),116.505605,39.91519,226
648,陆港城,116.59289,39.925007,246
649,隆兴购物广场(昌平区店),116.287989,40.150391,133
650,隆华奥特莱斯购物广场,116.642237,40.128497,171
651,隆华购物中心(杨镇分店),116.651133,40.127856,171
652,雅宝城Y19market,116.441589,39.918306,221
653,雪域藏獒龙智诺布商场,116.648554,39.855146,129
654,静安荟,116.446057,39.95646,232
655,顺中商城,116.650975,40.125989,171
656,顺义交电商场,116.6524129,40.1370235,171
657,顺义西单商场,116.6509007,40.130101,171
658,顺怀冬宝毛线商场,116.630603,40.308285,172
659,顺星商城,116.428055,40.132405,4
660,颐堤港,116.491318,39.969858,325
661,食宝街(航天桥店),116.310133,39.924142,196
662,食寶街,116.314768,39.980817,264
663,首创奥特莱斯(房山店),116.186584,39.763613,83
664,首创郎园Station,116.515924,39.968311,248
665,首开智荟街,116.33791,40.073134,123
666,首开福茂(长阳店),116.427191,39.846412,301
667,首航生活广场(七里庄店),116.436855,39.761932,151
668,香江广场,116.510871,40.024437,252
669,马泉营购物中心,116.512735,40.036848,253
670,高和萃,116.462489,39.928049,230
671,鸿坤广场,116.33977,39.791453,127
672,鸿豪商业中心,116.44139,39.920961,221
673,鼓楼商场,116.233177,40.223295,174
674,龙域中心西区,116.312569,40.066496,123
675,龙德广场,116.4152947,40.0593769,121
676,龙湖北京亦庄天街,116.492452,39.753035,151
677,龙湖北京北苑天街,116.438524,40.042793,254
678,龙湖北京大兴天街,116.320202,39.686812,130
679,龙湖北京房山天街,116.140617,39.74553,131
680,龙湖北京长楹天街,116.598837,39.924862,246
681,龙湖星悦荟(颐和店),116.391386,39.986427,260
682,龙湖西宸广场,116.321614,39.845051,290
683,Ｃ＆Ｍ,116.28904,40.09875,135
