belonging,Lng,Lat,Cid,followers,totalPrice,price,square,livingRoom,drawingRoom,kitchen,bathRoom,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway,district,communityAverage,year,month,day,floor_num,relativeHeight,buildingType_towel,buildingType_bungalow,buildingType_comb,buildingType_plate,house_cnt,mall_cnt
3,116.555729,40.162058,1111027379605.0,0.0555555555555555,112.20833333333331,13244.305555555557,83.75305555555556,1.75,1.3055555555555556,1.0,1.3333333333333333,3.333333333333333,2009.0,1.0,2.2222222222222223,0.3886666666666667,0.0,0.0277777777777777,0.0,13.0,44235.0,2012.0,8.11111111111111,14.02777777777778,8.694444444444445,1.9444444444444444,0.0,0.0,0.6666666666666666,0.3333333333333333,36.0,2.0
4,116.422449015873,40.13312569047619,1111027379402.7063,0.0555555555555555,123.13888888888889,13774.452380952382,91.72571428571428,2.095238095238096,1.3650793650793651,1.007936507936508,1.1984126984126984,4.0,1998.7142857142856,1.0,2.095238095238096,0.4516349206349206,0.0,0.6031746031746031,0.0,6.0,33376.72222222222,2012.0,6.777777777777778,16.071428571428573,5.888888888888889,2.261904761904762,0.0,0.0,0.0,1.0,126.0,2.0
5,116.5583909103448,40.10440658620689,1111027378965.6758,0.0689655172413793,150.49862068965516,16050.544827586207,95.67675862068964,2.179310344827586,1.3724137931034484,0.9655172413793104,1.3517241379310343,3.593103448275862,2002.710344827586,1.0,3.875862068965517,0.4217586206896552,0.4551724137931034,0.3724137931034483,0.3862068965517241,13.0,45558.31724137931,2012.0,8.296551724137931,16.013793103448275,7.6,2.206896551724138,0.0,0.0,0.4068965517241379,0.593103448275862,145.0,1.0
6,116.4300281324304,40.08095050940557,1111027379733.4507,0.0669676448457486,164.71542513167793,15079.834462001503,113.91693002257335,2.237772761474793,1.3589164785553047,1.00150489089541,1.5026335590669675,3.27464258841234,2002.8713318284424,1.0,3.1918735891647856,0.4176471030850263,0.527464258841234,0.1617757712565839,0.3408577878103837,6.0,37944.79382994733,2012.0,7.755455229495862,16.306997742663658,12.742663656884876,2.075996990218209,0.2234762979683973,0.0,0.054928517682468,0.7215951843491347,1329.0,3.0
9,116.6716353103448,40.20992179310345,1111027377879.8276,0.0,120.67931034482758,14779.758620689656,81.48172413793102,2.689655172413793,1.9310344827586208,1.0344827586206895,1.5517241379310345,4.0,2008.0,1.0,5.862068965517241,0.3331034482758621,0.9310344827586208,0.0,0.0,13.0,44032.62068965517,2012.0,6.862068965517241,14.0,6.0,2.310344827586207,0.0,0.0,0.0,1.0,29.0,1.0
25,116.70101966666668,39.94123,1111027381764.8096,0.119047619047619,117.77142857142856,13561.214285714286,88.25571428571428,2.0,1.261904761904762,1.0238095238095235,1.1666666666666667,4.0,2003.595238095238,1.0,2.2857142857142856,0.496,0.0,0.6190476190476191,0.0,11.0,40090.333333333336,2012.0,8.595238095238095,16.547619047619047,6.166666666666667,2.333333333333333,0.0,0.0,0.0,1.0,42.0,1.0
26,116.703713,39.95821,1111027379259.0,0.0,103.98823529411764,9906.176470588236,104.97,3.0,1.1470588235294117,1.0,1.088235294117647,4.0,1994.0,1.0,2.117647058823529,0.5,0.0,0.7058823529411765,0.0,11.0,32117.0,2012.0,7.970588235294118,18.235294117647054,6.0,2.323529411764706,0.0,0.0,0.0,1.0,34.0,0.0
27,116.5981693248731,40.05460473096446,1111027378307.6853,0.015228426395939,108.13451776649748,15492.096446700509,70.88060913705584,2.1269035532994924,1.1065989847715736,0.9898477157360406,1.065989847715736,3.8426395939086295,1991.1472081218276,1.0,2.3959390862944163,0.412746192893401,0.0406091370558375,0.6091370558375635,0.065989847715736,9.16243654822335,38161.69543147208,2012.0,7.573604060913706,15.604060913705585,6.00507614213198,2.314720812182741,0.0456852791878172,0.0,0.0203045685279187,0.934010152284264,197.0,5.0
28,116.63390396153846,40.032491019230775,1111027381751.7114,0.0192307692307692,108.95,12638.73076923077,90.91807692307692,2.0576923076923075,1.3269230769230769,1.0,1.1923076923076923,3.7115384615384617,1999.0576923076924,1.0,2.3076923076923075,0.4246730769230769,0.0,0.5961538461538461,0.0,13.0,33219.769230769234,2012.0,7.269230769230769,17.0,6.134615384615385,1.9615384615384612,0.0961538461538461,0.0,0.0,0.903846153846154,52.0,1.0
79,116.319699,39.62703,1111027378149.0,0.1428571428571428,96.28571428571428,7285.714285714285,133.18571428571428,2.4285714285714284,2.0,1.0,1.7142857142857142,2.7142857142857144,2005.2857142857144,1.0,5.714285714285714,0.2618571428571428,0.1428571428571428,0.2857142857142857,0.0,4.0,30674.0,2012.0,6.285714285714286,16.714285714285715,11.714285714285714,1.7142857142857142,0.4285714285714285,0.0,0.0,0.5714285714285714,7.0,0.0
